Vivado Simulator 2016.4
Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module test.test.ram1.inst.native_mem_module.blk_mem_gen_v8_3_5_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module test.test.ram1.inst.native_mem_module.blk_mem_gen_v8_3_5_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
blk_mem_gen_v8_3_5 collision detected at time: 5076010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5101610000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5127210000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5152810000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5178410000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5204010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5229610000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5255210000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5280810000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5306410000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5332010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5357610000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5383210000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5408810000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5434410000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5460010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5485610000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5511210000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5536810000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5562410000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5588010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5613610000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5639210000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5664810000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5690410000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5716010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5741610000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5767210000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5792810000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5818410000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5844010000, A write address: 10, B  read address: 10
blk_mem_gen_v8_3_5 collision detected at time: 5869610000, A write address: 10, B  read address: 10
